,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6985,0,0,1,1,0.5070422535211268,0,0,1,0,1,1,0,0,1,0.218407960199005,0.17384606508192937,1,0,0,0,1,0,0,0,1,0
773,1,0,1,0,0.056338028169014086,1,0,1,0,1,0,0,1,1,0.7029850746268657,0.05023655665820448,0,1,0,1,0,0,0,0,0,1
6084,0,0,1,0,0.49295774647887325,1,1,0,0,0,0,1,1,1,0.763681592039801,0.39481306254327253,0,1,0,1,0,0,1,0,0,0
2280,1,1,0,0,0.09859154929577466,1,1,0,0,0,1,1,1,1,0.8149253731343283,0.10267135933533349,0,1,0,1,0,0,0,1,0,0
3651,1,1,1,0,0.971830985915493,1,0,0,0,0,0,0,0,1,0.012935323383084563,0.16654165705054236,0,0,1,0,0,1,0,1,0,0
5236,0,0,0,0,0.5633802816901409,1,0,0,1,0,1,1,0,1,0.7094527363184079,0.428219478421417,0,1,0,0,1,0,0,0,1,0
2924,0,0,0,0,0.14084507042253522,1,0,0,1,0,0,0,0,1,0.5601990049751243,0.0930013847219017,0,1,0,1,0,0,0,0,1,0
6076,1,0,1,1,0.9014084507042254,1,0,1,1,1,0,0,0,0,0.42885572139303485,0.44487652896376645,1,0,0,0,1,0,1,0,0,0
2661,1,0,0,0,0.9154929577464789,0,0,1,1,1,1,0,0,1,0.2900497512437811,0.3644645741980152,1,0,0,0,0,1,0,0,0,1
4410,1,0,1,0,0.2112676056338028,1,0,0,1,0,0,1,1,1,0.7601990049751244,0.16643780290791602,0,1,0,1,0,0,1,0,0,0
4944,0,0,1,1,0.1267605633802817,1,1,0,0,0,0,0,0,1,0.061194029850746234,0.027129009923840295,0,0,1,1,0,0,0,0,0,1
4418,0,0,1,0,0.8028169014084507,1,0,1,1,1,0,0,0,0,0.41840796019900495,0.40906992845603507,1,0,0,0,1,0,0,1,0,0
315,0,0,1,1,0.7042253521126761,1,1,1,1,0,1,1,1,0,0.9134328358208955,0.654004154165705,0,1,0,0,1,0,0,1,0,0
5971,0,0,1,1,0.9154929577464789,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.15640433879529195,0,0,1,0,0,1,0,1,0,0
1317,1,0,0,0,0.02816901408450704,1,1,0,0,0,0,0,0,0,0.06318407960199005,0.007794830371567043,0,0,1,1,0,0,0,0,0,1
4885,0,1,1,0,1.0,1,1,0,1,1,1,1,1,1,0.9293532338308458,0.9236152780983153,0,1,0,0,0,1,1,0,0,0
2438,1,0,0,0,0.09859154929577466,1,1,1,0,0,1,1,1,1,0.8467661691542289,0.09560350796215093,0,1,0,1,0,0,1,0,0,0
6294,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.00010385414262635562,0,0,1,1,0,0,0,0,0,1
6724,1,1,0,0,0.8873239436619719,1,0,1,1,0,1,1,0,1,0.5169154228855721,0.5149088391414725,1,0,0,0,0,1,0,1,0,0
6141,0,1,1,0,0.7183098591549296,1,1,1,0,1,0,1,1,1,0.8552238805970148,0.6403819524578814,0,1,0,1,0,0,0,0,1,0
3859,1,0,0,0,0.7464788732394366,1,1,0,1,1,0,1,0,1,0.7611940298507462,0.5888472190168474,0,1,0,0,1,0,1,0,0,0
3082,0,0,0,0,0.7042253521126761,1,1,1,0,0,1,0,0,0,0.4144278606965174,0.3490422340180014,1,0,0,0,1,0,0,1,0,0
2239,1,0,1,1,0.9295774647887325,0,0,1,0,0,1,0,0,0,0.1736318407960199,0.2915878144472651,1,0,0,0,0,1,0,1,0,0
2739,1,0,1,0,0.8450704225352113,1,1,0,0,0,1,1,1,0,0.8248756218905472,0.7344911147011308,0,1,0,0,1,0,1,0,0,0
3945,1,0,0,0,0.02816901408450704,0,0,1,0,0,1,0,0,0,0.15920398009950248,0.013910685437341332,1,0,0,1,0,0,0,0,0,1
5473,0,0,1,1,0.26760563380281693,1,0,0,0,1,0,0,0,1,0.3119402985074627,0.10627740595430418,1,0,0,1,0,0,0,0,1,0
2669,1,0,0,0,0.25352112676056343,1,1,1,1,0,0,0,1,1,0.7651741293532338,0.20429840756981307,0,1,0,1,0,0,0,0,1,0
5027,0,1,1,0,0.1267605633802817,1,1,0,0,0,0,0,1,0,0.6696517412935323,0.09611700900069237,0,1,0,1,0,0,0,0,1,0
4896,0,0,0,0,0.323943661971831,1,0,0,0,1,0,0,0,1,0.3129353233830846,0.13258712208631435,1,0,0,1,0,0,0,0,0,1
898,1,0,0,0,0.15492957746478872,1,0,1,0,0,1,1,1,1,0.8024875621890547,0.12718093699515348,0,1,0,1,0,0,1,0,0,0
5870,0,0,1,1,0.056338028169014086,1,1,0,0,0,0,0,0,1,0.07611940298507458,0.013408723747980616,0,0,1,1,0,0,1,0,0,0
3047,1,0,1,0,0.4366197183098592,1,0,0,1,0,0,0,1,0,0.6557213930348259,0.2962324024924994,0,1,0,1,0,0,1,0,0,0
5067,1,0,1,1,0.4084507042253521,1,0,1,0,0,1,0,1,0,0.47810945273631833,0.21978998384491116,1,0,0,1,0,0,1,0,0,0
5271,0,0,0,1,0.16901408450704225,1,0,0,0,0,0,1,1,0,0.4791044776119403,0.09380913916455112,1,0,0,1,0,0,0,1,0,0
5404,1,0,0,0,0.6338028169014085,1,0,1,1,1,0,1,0,1,0.7701492537313434,0.5360489268405262,0,1,0,0,1,0,0,1,0,0
6966,0,0,0,1,0.6901408450704226,0,0,1,1,0,0,1,0,1,0.24676616915422883,0.25262520193861066,1,0,0,0,1,0,1,0,0,0
5341,1,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5592039800995025,0.006421647819063005,0,1,0,1,0,0,0,0,0,1
4098,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.019402985074626844,0.0001615508885298867,0,0,1,1,0,0,0,0,0,1
4843,0,0,1,1,0.9577464788732395,1,0,0,0,0,0,0,0,0,0.019402985074626844,0.1566697438264482,0,0,1,0,0,1,1,0,0,0
285,1,0,0,0,0.295774647887324,1,1,0,0,0,0,0,0,1,0.5746268656716418,0.20364643434110316,0,1,0,0,1,0,0,1,0,0
7004,0,0,0,0,0.5211267605633804,1,1,0,1,1,0,0,1,1,0.7646766169154228,0.4237710593122548,0,1,0,1,0,0,0,1,0,0
6314,1,0,0,0,0.07042253521126761,1,1,0,0,0,0,0,0,1,0.553233830845771,0.044138010616201255,0,1,0,1,0,0,0,0,0,1
6928,0,0,1,1,0.6619718309859155,1,0,0,1,1,0,0,0,1,0.37363184079601985,0.30376182783291017,1,0,0,0,1,0,0,1,0,0
688,0,0,0,0,0.7183098591549296,0,0,0,1,0,0,0,0,0,0.11791044776119403,0.18516039695361183,1,0,0,0,1,0,0,0,0,1
5842,1,0,0,0,0.16901408450704225,1,1,1,0,1,0,1,1,1,0.6019900497512437,0.11268751442418648,1,0,0,1,0,0,0,0,1,0
6876,1,0,1,0,0.8591549295774649,1,0,1,0,1,1,1,1,1,0.8562189054726367,0.7610027694438033,0,1,0,0,1,0,0,0,1,0
5254,0,0,1,1,0.971830985915493,1,1,1,1,1,1,1,1,0,0.9601990049751244,0.9027809831525503,0,1,0,0,0,1,0,1,0,0
3840,0,1,1,0,0.8873239436619719,1,1,0,0,0,0,0,0,0,0.07363184079601987,0.1987075928917609,0,0,1,0,0,1,0,1,0,0
1928,1,0,1,1,0.4225352112676057,1,0,0,0,0,0,0,0,1,0.012935323383084563,0.0738691437802908,0,0,1,1,0,0,0,0,0,1
886,1,1,0,0,0.08450704225352114,1,0,0,0,1,0,1,0,1,0.6577114427860695,0.06818024463420264,0,1,0,1,0,0,0,0,1,0
2142,1,0,0,1,0.28169014084507044,1,0,1,0,1,0,0,1,0,0.46368159203980097,0.15208862220170782,1,0,0,0,1,0,0,0,0,1
194,0,0,1,1,0.8169014084507042,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.13546042003231018,0,0,1,0,0,1,0,1,0,0
817,1,0,1,1,0.7605633802816901,1,0,0,1,1,1,1,1,1,0.8502487562189055,0.6505827371336257,0,1,0,0,1,0,1,0,0,0
1365,0,0,1,0,0.8169014084507042,0,0,0,1,0,0,0,1,1,0.226865671641791,0.2808562197092084,1,0,0,1,0,0,1,0,0,0
4465,0,0,0,0,0.4225352112676057,0,0,0,0,1,0,1,1,1,0.31641791044776113,0.17362104777290563,1,0,0,0,1,0,0,0,1,0
2288,1,0,0,0,0.056338028169014086,1,0,0,1,0,0,1,0,1,0.6671641791044776,0.04634779598430649,0,1,0,1,0,0,0,0,0,1
6189,0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.7333333333333334,0.7611470113085622,1,0,0,0,0,1,0,1,0,0
5674,1,0,1,1,0.8873239436619719,0,0,0,1,1,1,0,1,0,0.3144278606965174,0.368284098776829,1,0,0,0,0,1,0,0,1,0
6802,1,0,0,0,0.26760563380281693,1,1,1,0,0,0,1,0,1,0.7049751243781094,0.21468382183244866,0,1,0,1,0,0,1,0,0,0
879,0,0,0,0,0.4507042253521127,1,1,0,1,0,0,0,0,1,0.3621890547263681,0.18998384491114703,1,0,0,1,0,0,1,0,0,0
1158,1,0,1,0,0.8309859154929577,1,1,1,1,0,0,0,1,1,0.7547263681592039,0.6297138241403184,0,1,0,1,0,0,0,1,0,0
6561,0,0,0,0,0.11267605633802817,1,0,0,0,1,0,0,0,1,0.5527363184079601,0.07910223863374105,0,1,0,1,0,0,0,0,1,0
6994,1,0,1,1,0.5915492957746479,1,1,0,0,0,0,0,0,1,0.061691542288557194,0.11243364874221094,0,0,1,0,1,0,1,0,0,0
4635,1,0,1,1,0.5492957746478874,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.08753173321024695,0,0,1,0,0,1,1,0,0,0
2681,0,0,1,0,0.6338028169014085,0,0,1,0,1,1,0,0,0,0.22039800995024872,0.21046618970690054,1,0,0,0,0,1,0,1,0,0
2195,1,0,1,0,0.3802816901408451,1,1,0,0,0,0,0,0,0,0.072636815920398,0.07539810754673437,0,0,1,0,1,0,0,0,0,1
6098,0,0,1,1,0.28169014084507044,1,1,1,0,0,0,1,1,1,0.5736318407960199,0.1766616662820217,1,0,0,0,1,0,1,0,0,0
3480,0,0,1,0,0.971830985915493,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.16328179090699285,0,0,1,0,0,1,0,1,0,0
6610,0,0,0,0,0.056338028169014086,1,0,0,0,0,0,1,0,1,0.6154228855721392,0.04382067851373183,0,1,0,1,0,0,0,0,0,1
2458,0,1,1,0,0.6901408450704226,1,1,1,0,1,0,1,1,1,0.863681592039801,0.593641818601431,0,1,0,0,0,1,0,1,0,0
1481,0,0,1,1,1.0,0,0,1,1,1,1,1,1,1,0.46616915422885563,0.5464458804523425,1,0,0,0,0,1,0,1,0,0
2736,1,1,1,0,0.8309859154929577,1,1,0,1,0,0,0,1,0,0.708457711442786,0.6087929840756982,0,1,0,1,0,0,0,0,1,0
1330,0,0,1,0,0.295774647887324,1,0,1,0,0,1,0,0,1,0.37810945273631835,0.14694207246711286,1,0,0,0,1,0,0,1,0,0
4860,0,0,1,1,0.16901408450704225,0,0,1,1,0,1,0,0,0,0.22189054726368157,0.06595315024232634,1,0,0,0,0,1,0,0,0,1
4051,1,0,1,0,1.0,1,1,0,1,0,0,1,1,1,0.790547263681592,0.7905492730210016,0,1,0,0,0,1,0,1,0,0
964,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.27313432835820894,0.0031040849296099706,1,0,0,1,0,0,0,0,0,1
2018,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.2691542288557213,0.0030579275328871443,1,0,0,1,0,0,0,0,0,1
3687,0,0,1,1,0.25352112676056343,1,0,0,1,0,1,1,1,0,0.8134328358208955,0.21576852065543506,0,1,0,0,1,0,1,0,0,0
2686,0,1,0,0,0.25352112676056343,1,1,0,0,1,0,0,0,1,0.6129353233830845,0.16766097392107085,0,1,0,1,0,0,0,0,1,0
5574,1,0,0,0,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.08732979459958459,0,0,1,1,0,0,0,0,1,0
5542,1,0,1,0,0.9295774647887325,1,1,0,1,1,1,1,1,0,0.6756218905472637,0.6767885991230095,1,0,0,0,0,1,1,0,0,0
6513,0,0,1,1,0.19718309859154928,1,1,0,0,1,1,0,0,1,0.4119402985074626,0.09788829909993077,1,0,0,1,0,0,1,0,0,0
4591,1,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.02935323383084576,0.023522963304869606,0,0,1,1,0,0,0,0,1,0
1028,0,0,1,1,0.35211267605633806,1,1,0,0,0,0,1,0,1,0.6517412935323383,0.23676436648972998,0,1,0,1,0,0,0,0,1,0
6990,0,0,1,0,0.49295774647887325,1,0,1,0,0,0,1,1,1,0.7497512437810945,0.3862508654511886,0,1,0,1,0,0,0,0,1,0
6926,1,0,0,0,0.7746478873239437,1,0,0,1,0,0,0,0,1,0.553233830845771,0.4701188552965613,0,1,0,1,0,0,0,0,1,0
69,0,0,0,0,0.1267605633802817,1,0,1,0,1,0,0,0,1,0.6129353233830845,0.10022501730902378,0,1,0,1,0,0,0,0,0,1
6144,0,1,1,0,0.3098591549295775,1,0,1,1,0,0,0,1,1,0.7139303482587065,0.23139856912070159,0,1,0,1,0,0,0,0,1,0
5835,1,0,1,1,0.4084507042253521,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.06740133856450496,0,0,1,0,0,1,0,0,0,1
5163,0,0,1,1,0.25352112676056343,0,0,1,1,0,0,0,0,1,0.16616915422885575,0.06824371105469652,1,0,0,1,0,0,0,0,0,1
1505,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5616915422885572,0.006450496192014771,0,1,0,1,0,0,0,0,1,0
5637,0,0,1,1,0.8873239436619719,1,1,0,0,1,0,0,1,0,0.7164179104477612,0.6473978767597507,0,1,0,0,1,0,0,1,0,0
6125,0,0,1,0,0.16901408450704225,1,1,0,0,1,0,1,1,1,0.8358208955223881,0.1546503577198246,0,1,0,1,0,0,0,1,0,0
4204,0,1,0,0,0.056338028169014086,1,0,0,1,0,0,0,1,1,0.6696517412935323,0.0449688437572121,0,1,0,1,0,0,0,0,1,0
4303,1,0,1,0,0.619718309859155,1,1,0,0,0,0,0,0,0,0.07213930348258707,0.12719247634433417,0,0,1,0,0,1,0,0,0,1
2964,0,0,1,0,0.323943661971831,1,1,1,0,0,1,0,0,1,0.39900497512437816,0.15325409646895918,1,0,0,0,1,0,0,0,1,0
1325,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5074626865671642,0.0058216016616662826,0,1,0,1,0,0,0,0,1,0
1075,1,0,1,1,0.8169014084507042,1,1,0,1,0,1,0,1,1,0.7800995024875622,0.6418186014308793,0,1,0,1,0,0,1,0,0,0
3937,1,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.018905472636815884,0.0057292868682206335,0,0,1,1,0,0,0,1,0,0
3147,1,0,1,0,0.19718309859154928,1,0,1,0,1,0,1,1,0,0.8308457711442786,0.1904684975767367,0,1,0,1,0,0,0,0,1,0
769,0,0,1,0,0.22535211267605634,1,0,1,1,0,0,0,1,0,0.46318407960199004,0.1334871913224094,1,0,0,0,1,0,0,0,0,1
6671,1,0,1,0,0.8169014084507042,1,0,0,1,0,1,1,1,1,0.8139303482587064,0.6942130163858758,0,1,0,0,0,1,0,0,0,1
5998,0,0,1,0,0.6619718309859155,1,0,0,0,0,0,0,0,1,0.01791044776119402,0.11737825986614356,0,0,1,0,0,1,0,0,0,1
6487,1,0,1,0,0.8450704225352113,1,1,0,1,0,1,0,1,1,0.7572139303482587,0.6559196861297023,0,1,0,0,0,1,1,0,0,0
2959,0,0,1,1,0.36619718309859156,1,1,1,1,0,1,1,0,0,0.8208955223880597,0.3201880913916455,0,1,0,1,0,0,0,0,1,0
4044,1,0,1,0,0.971830985915493,1,1,0,1,1,1,1,1,1,0.6621890547263681,0.6806773597969075,1,0,0,0,0,1,1,0,0,0
4392,0,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0.009452736318407956,4.6157396722824526e-05,0,0,1,1,0,0,0,0,0,1
2797,0,0,0,0,0.02816901408450704,1,1,0,0,1,0,1,1,1,0.8228855721393035,0.03590468497576737,0,1,0,1,0,0,0,0,1,0
5243,0,0,0,0,0.25352112676056343,1,0,0,0,0,1,0,1,1,0.691044776119403,0.19699399953842606,0,1,0,0,1,0,0,1,0,0
2908,0,0,1,0,0.23943661971830985,1,1,1,0,0,0,1,1,1,0.8074626865671642,0.1989556888991461,0,1,0,1,0,0,0,0,1,0
6810,0,0,0,0,0.19718309859154928,0,0,0,0,0,1,0,0,1,0.11393034825870646,0.048401800138472194,1,0,0,1,0,0,0,0,1,0
627,1,1,1,0,0.9154929577464789,1,1,0,1,1,0,1,1,0,0.8592039800995025,0.7847507500576968,0,1,0,0,1,0,0,1,0,0
987,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.014925373134328346,0.0001096238172167089,0,0,1,1,0,0,1,0,0,0
3790,0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.0010962381721670899,0,0,1,0,1,0,0,1,0,0
6354,1,0,1,0,0.8450704225352113,1,0,1,1,0,1,0,1,0,0.7507462686567165,0.6741172397876759,0,1,0,0,1,0,1,0,0,0
1949,0,0,1,1,0.9295774647887325,1,1,1,0,0,1,1,1,0,0.8592039800995025,0.792401338564505,0,1,0,0,0,1,1,0,0,0
3455,0,0,0,0,0.0,1,0,0,0,0,0,1,1,1,0.7194029850746269,0.008279483037156705,0,1,0,1,0,0,0,0,1,0
2626,1,0,1,0,0.8309859154929577,0,0,1,1,1,0,0,1,0,0.31641791044776113,0.33379875375028845,1,0,0,0,1,0,0,0,1,0
3648,1,0,1,1,0.7042253521126761,1,1,0,0,1,0,0,1,1,0.7154228855721393,0.523430648511424,0,1,0,0,1,0,0,0,1,0
1808,1,0,0,0,0.3098591549295775,1,1,0,1,0,0,0,0,1,0.6059701492537314,0.19133971843988,0,1,0,1,0,0,0,0,1,0
2615,1,0,0,0,1.0,1,1,1,1,1,1,1,1,1,0.7273631840796019,0.7706438956842834,1,0,0,0,0,1,1,0,0,0
2825,0,0,0,0,0.19718309859154928,1,1,0,0,0,0,0,0,1,0.08059701492537313,0.041518578352180945,0,0,1,1,0,0,0,0,1,0
2293,0,0,1,0,1.0,1,1,0,1,1,1,1,1,0,0.6736318407960199,0.7077198246018924,1,0,0,0,0,1,1,0,0,0
6687,1,1,1,0,0.014084507042253521,1,1,0,0,1,0,0,0,0,0.6064676616915423,0.017776367412877914,0,1,0,1,0,0,0,0,1,0
168,0,1,1,0,0.8028169014084507,0,0,0,1,1,0,0,1,1,0.2691542288557213,0.30376182783291017,1,0,0,1,0,0,0,0,1,0
4584,0,1,0,0,0.9577464788732395,1,1,1,0,1,1,0,1,0,0.5557213930348258,0.5783752596353565,1,0,0,0,0,1,0,1,0,0
1463,1,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.518905472636816,0.03025617355181168,0,1,0,1,0,0,0,0,1,0
2352,0,0,0,0,0.09859154929577466,1,0,0,0,0,0,0,0,1,0.014427860696517386,0.01732056312024002,0,0,1,1,0,0,1,0,0,0
4034,0,0,1,1,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.2626865671641791,0.040428109854604204,1,0,0,1,0,0,1,0,0,0
6138,0,1,1,0,0.9295774647887325,1,1,1,1,0,0,0,0,0,0.6527363184079601,0.6427417493653358,0,1,0,1,0,0,1,0,0,0
2050,1,0,1,0,0.9859154929577465,0,0,1,1,1,1,0,0,1,0.29203980099502486,0.38760673897992154,1,0,0,0,0,1,1,0,0,0
4409,0,1,1,0,0.9859154929577465,0,0,1,1,1,1,0,0,0,0.2796019900497512,0.3847911377798292,1,0,0,0,0,1,0,1,0,0
937,1,0,0,0,0.07042253521126761,1,1,1,0,0,0,0,0,1,0.6049751243781094,0.04796907454419571,0,1,0,1,0,0,0,0,1,0
6440,1,0,0,0,0.4366197183098592,1,1,0,0,1,0,1,1,1,0.8268656716417909,0.3826563581813986,0,1,0,1,0,0,0,0,1,0
2894,1,0,0,0,0.6619718309859155,1,0,1,0,1,1,0,0,1,0.4189054726368159,0.3320563120240018,1,0,0,0,1,0,0,1,0,0
2164,0,0,1,1,0.971830985915493,1,0,1,1,1,1,1,0,1,0.8243781094527362,0.8049849988460651,0,1,0,0,0,1,0,1,0,0
1502,0,0,1,0,0.676056338028169,1,1,1,0,0,0,0,0,1,0.36915422885572136,0.30177129009923837,1,0,0,0,1,0,0,0,1,0
5592,0,0,0,0,0.16901408450704225,1,0,0,0,0,0,0,0,0,0.014925373134328346,0.02849642280175398,0,0,1,0,0,1,0,0,0,1
6692,1,0,0,0,0.5633802816901409,1,1,1,0,1,1,0,1,1,0.5611940298507463,0.3544714978075237,1,0,0,1,0,0,1,0,0,0
4198,1,0,1,1,0.7183098591549296,1,1,0,0,0,0,0,0,0,0.04776119402985074,0.14266097392107085,0,0,1,0,0,1,0,0,0,1
3483,1,0,0,0,0.23943661971830985,1,0,0,1,1,0,0,0,0,0.5925373134328358,0.15460420032310176,0,1,0,1,0,0,0,0,1,0
1205,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5636815920398011,0.006473574890376183,0,1,0,1,0,0,0,0,1,0
4016,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.26965174129353237,0.0030636972074774985,1,0,0,1,0,0,0,0,0,1
5628,1,0,0,0,0.16901408450704225,1,1,1,1,0,0,1,0,1,0.7800995024875622,0.141437802907916,0,1,0,1,0,0,0,0,1,0
2323,1,0,0,0,0.3943661971830986,1,1,0,0,1,0,1,1,1,0.799502487562189,0.3363027925225017,0,1,0,1,0,0,0,1,0,0
4893,0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.2626865671641791,0.006473574890376183,1,0,0,1,0,0,0,0,0,1
3497,1,1,1,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.507960199004975,0.01557812139395338,0,1,0,1,0,0,0,0,1,0
5806,1,0,0,1,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.013432835820895522,0.0019674590353104086,0,0,1,1,0,0,0,0,1,0
2720,0,0,0,0,0.19718309859154928,1,1,0,0,0,0,0,0,0,0.33134328358208953,0.08616432033233326,1,0,0,1,0,0,0,0,1,0
4216,0,0,0,0,1.0,1,1,1,1,1,1,1,1,0,0.7338308457711442,0.7632067851373182,1,0,0,0,0,1,1,0,0,0
3474,0,1,1,1,0.9014084507042254,1,1,1,1,0,0,0,0,1,0.6716417910447761,0.6542407108239096,0,1,0,1,0,0,0,0,1,0
24,0,0,1,1,0.676056338028169,1,0,1,1,0,1,0,0,0,0.4114427860696518,0.34058389106854375,1,0,0,1,0,0,0,1,0,0
5376,0,0,0,0,0.23943661971830985,1,1,0,0,0,0,0,0,0,0.05472636815920398,0.04681513962612509,0,0,1,0,1,0,0,0,0,1
5765,1,1,1,0,0.943661971830986,1,1,1,1,0,0,0,1,1,0.7791044776119402,0.7573390260789291,0,1,0,0,1,0,0,1,0,0
3653,0,0,1,0,0.5211267605633804,0,0,1,1,0,1,1,1,1,0.41542288557213924,0.2509116085852758,1,0,0,0,0,1,1,0,0,0
2235,1,0,1,1,0.5633802816901409,1,1,1,1,1,0,1,0,1,0.5980099502487561,0.36838218324486494,1,0,0,0,1,0,0,1,0,0
6495,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5114427860696518,0.005867759058389107,0,1,0,1,0,0,0,0,1,0
167,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.7044776119402985,0.7195534271867067,1,0,0,0,0,1,1,0,0,0
1925,1,0,1,1,0.8169014084507042,1,1,0,0,1,1,1,0,1,0.535820895522388,0.48188899146088165,1,0,0,0,0,1,1,0,0,0
3139,0,0,0,0,0.014084507042253521,0,0,0,0,0,1,0,0,0,0.11542288557213931,0.006554350334641125,1,0,0,1,0,0,1,0,0,0
3131,1,1,1,0,1.0,1,1,1,1,1,1,0,1,0,0.5990049751243781,0.6535252711747057,1,0,0,0,0,1,1,0,0,0
3180,1,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.005169628432956382,0,0,1,1,0,0,0,0,0,1
3215,0,0,1,0,0.5633802816901409,1,1,0,1,0,0,0,0,1,0.6169154228855721,0.3946688206785137,0,1,0,1,0,0,0,0,1,0
4623,0,1,1,0,0.9577464788732395,1,1,0,1,1,0,0,1,1,0.7671641791044775,0.7342718670666974,0,1,0,1,0,0,1,0,0,0
1627,0,0,0,0,0.14084507042253522,1,0,0,1,0,0,0,0,1,0.5736318407960199,0.09780752365566582,0,1,0,1,0,0,0,0,0,1
5162,0,0,0,1,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.016201246249711514,0,0,1,1,0,0,1,0,0,0
5501,0,0,0,0,0.22535211267605634,0,0,0,0,0,0,0,0,0,0.0681592039800995,0.042003231017770606,1,0,0,1,0,0,0,1,0,0
3544,0,0,1,0,0.4225352112676057,1,1,0,1,1,0,1,0,0,0.7517412935323382,0.3462612508654512,0,1,0,1,0,0,0,0,1,0
5745,1,0,1,1,0.8450704225352113,1,1,0,0,0,0,0,0,1,0.05920398009950248,0.16459727671359337,0,0,1,0,0,1,0,0,0,1
2100,0,0,1,0,0.9577464788732395,1,1,0,0,1,0,1,1,0,0.808457711442786,0.7872894068774521,0,1,0,0,1,0,1,0,0,0
5849,0,0,1,0,0.8732394366197184,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.1403184860373875,0,0,1,0,0,1,1,0,0,0
4689,1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.004454188783752596,0,0,1,1,0,0,0,0,1,0
6392,1,0,1,1,0.8309859154929577,0,0,0,1,0,0,1,1,1,0.3134328358208955,0.3520251557812139,1,0,0,1,0,0,0,0,1,0
6627,1,0,1,0,0.8169014084507042,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.1440341564735749,0,0,1,0,1,0,0,0,0,1
6389,1,0,1,1,0.8028169014084507,1,0,0,0,0,0,0,0,0,0.012935323383084563,0.12241518578352183,0,0,1,0,0,1,0,1,0,0
877,1,0,0,1,0.7042253521126761,0,0,1,0,1,1,1,1,0,0.41691542288557215,0.35289637664435725,1,0,0,0,1,0,1,0,0,0
1786,1,0,0,0,0.5211267605633804,1,0,0,1,1,1,0,0,1,0.6567164179104478,0.3745326563581814,0,1,0,1,0,0,0,1,0,0
219,1,0,0,0,0.09859154929577466,1,0,0,0,0,0,1,0,1,0.6144278606965173,0.06990537733671821,0,1,0,1,0,0,1,0,0,0
6326,1,0,0,0,0.8591549295774649,0,0,0,1,1,0,0,1,1,0.25223880597014925,0.31501269328409875,1,0,0,0,0,1,0,1,0,0
2196,1,0,1,1,0.25352112676056343,1,0,0,0,0,0,0,0,0,0.019402985074626844,0.04193399492268636,0,0,1,1,0,0,0,0,0,1
2056,0,0,0,0,0.7042253521126761,1,1,0,1,0,0,0,0,0,0.6243781094527363,0.4692995615047311,0,1,0,1,0,0,1,0,0,0
4036,1,0,1,1,0.23943661971830985,1,0,0,0,0,0,0,0,1,0.019900497512437804,0.04421301638587584,0,0,1,1,0,0,0,0,0,1
5807,0,0,0,0,0.7887323943661972,1,0,0,0,0,0,0,0,0,0.00547263681592039,0.12411147011308563,0,0,1,0,0,1,0,1,0,0
